ward,total,win_num,anc,da,reg
79800039,9288,8178,8178,503,16344
79800040,8347,5120,5120,481,14935
79800041,10027,8931,8931,523,16755
79800042,7992,7203,7203,302,14244
79800043,9167,7923,7923,505,15703
79800044,9144,8159,8159,522,17110
79800045,8383,7211,7211,424,15105
79800046,8247,7301,7301,309,14263
79800047,9038,7471,7471,482,17087
79800048,8910,7685,7685,594,16029
79800049,8327,7520,7520,350,14537
79800050,7844,7049,7049,397,13365
79800051,8893,7908,7908,400,15882
79800052,7711,6716,6716,334,14042
79800053,11178,9837,9837,664,19320
79800054,10107,6399,3256,6399,17260
79800055,7440,4425,2552,4425,14114
79800056,8128,5327,2437,5327,15280
79800057,9341,5220,3582,5220,16370
79800058,6703,3222,2784,3222,13729
79800059,3836,3040,3040,333,14857
79800060,3961,2927,2927,674,12651
79800061,5831,2791,2791,528,15977
79800062,4007,3138,3138,474,13830
79800063,3906,3196,3196,389,14163
79800064,5267,4102,4102,704,16613
79800065,5872,2245,1581,412,14741
79800066,7197,3978,2688,3978,14319
79800067,4777,3101,3101,1257,14048
79800068,9496,4593,4407,4593,17106
79800069,7774,5066,2199,5066,15669
79800070,9601,7269,1825,7269,15468
79800071,9723,6676,2568,6676,15320
79800072,9376,7286,1817,7286,15555
79800073,7819,5609,1934,5609,13686
79800074,8063,5930,1874,5930,13226
79800075,6896,4102,4102,437,15711
79800076,6717,5875,5875,468,14596
79800077,8394,7482,7482,261,17051
79800078,8226,7120,7120,393,17258
79800079,7857,6829,6829,341,17098
79800080,4792,3988,3988,550,11030
79800081,8927,4606,4606,3901,16325
79800082,9114,6132,2393,6132,15479
79800083,10442,9006,933,9006,14707
79800084,10220,7522,2199,7522,17111
79800085,10368,7455,2421,7455,15821
79800086,10480,8316,1666,8316,16731
79800087,7768,6046,1413,6046,12962
79800088,9702,7858,1492,7858,15166
79800089,8593,7230,1100,7230,13353
79800090,9344,7173,1865,7173,15554
79800091,8011,4028,3633,4028,15395
79800092,8946,5707,5707,2728,17470
79800093,7866,6010,1600,6010,13395
79800094,8604,7129,1282,7129,13926
79800095,6837,5958,5958,475,17000
79800096,10145,5414,4277,5414,18076
79800097,11051,8978,1741,8978,16566
79800098,10167,7756,2064,7756,16786
79800099,8872,7478,1139,7478,13849
79800100,7723,5878,5878,1279,14470
79800101,11398,9825,1279,9825,17210
79800102,10007,8088,1633,8088,15644
79800103,10327,8287,1780,8287,16440
79800104,9455,7286,1839,7286,15483
79800105,8848,7586,7586,665,15562
79800106,9327,7740,1358,7740,14364
79800107,8382,6559,6559,862,13428
79800108,6517,5751,5751,378,12880
79800109,8963,4459,4459,4036,16982
79800110,8845,6928,6928,1451,18760
79800111,8190,7171,7171,444,16380
79800112,9401,5755,3178,5755,15661
79800113,7859,6935,6935,492,17859
79800114,10992,6156,6156,4344,20554
79800115,11506,9918,1356,9918,16884
79800116,7435,6600,6600,397,15004
79800117,8499,6918,1309,6918,12697
79800118,8103,4776,2722,4776,15878
79800119,7855,6298,6298,940,14484
79800120,7945,4813,4813,2655,13922
79800121,9574,6235,6235,2753,16785
79800122,8939,7035,7035,962,15243
79800123,4169,3320,3320,403,15188
79800124,6088,3431,3431,2149,14338
79800125,11628,6647,6647,3879,19949
79800126,10708,9289,1128,9289,16245
79800127,6857,6024,6024,434,13521
79800128,8643,7791,7791,347,16693
79800129,8661,7620,7620,564,14287
79800130,7854,6876,6876,409,13249
79900001,9231,7857,661,7857,13942
79900002,7899,6528,799,6528,11607
79900003,6694,3102,3047,3102,13607
79900004,7090,3752,3752,2923,14364
79900005,9401,7939,856,7939,13155
79900006,5470,4961,4961,259,10289
79900007,6444,4303,4303,1640,12149
79900008,6475,5678,5678,326,12169
79900009,9095,8215,8215,276,14518
79900010,5345,4200,4200,177,11652
79900011,6245,5715,5715,238,10874
79900012,6014,5326,5326,324,13046
79900013,6090,5585,5585,314,10603
79900014,6609,5929,5929,431,11123
79900015,6648,5883,5883,485,12332
79900016,6462,5675,5675,550,12652
79900017,7406,6025,6025,809,14505
79900018,6640,5940,5940,414,12497
79900019,8162,7415,7415,298,13290
79900020,7130,5670,5670,980,14221
79900021,6810,5616,5616,642,14011
79900022,5779,5006,5006,415,11692
79900023,5555,5122,5122,283,11110
79900024,7766,6506,6506,290,13771
79900025,7984,7490,7490,199,14119
79900026,6802,6262,6262,292,11378
79900027,6240,5758,5758,235,11092
79900028,6418,5753,5753,384,12241
79900029,5902,5002,5002,304,10460
79900030,7332,6459,6459,421,13359
79900031,7266,6104,6104,597,13967
79900032,6327,5214,5214,635,12888
79900033,6178,5441,5441,393,11120
79900034,6597,5924,5924,384,13065
79900035,5025,4437,4437,305,11104
79900036,6417,5718,5718,349,13144
79900037,7282,6766,6766,304,12883
79900038,4477,3564,3564,387,12191
79900039,6316,5838,5838,221,11500
79900040,7239,6492,6492,371,13764
79900041,7861,6445,905,6445,12641
79900042,7983,6539,1035,6539,12043
79900043,6317,4313,1614,4313,11843
79900044,9068,8031,553,8031,13587
79900045,6893,5955,571,5955,10041
79900046,7822,6530,723,6530,11861
79900047,7802,6711,680,6711,11858
79900048,6448,4953,4953,1156,13625
79900049,6740,4688,4688,1704,13320
79900050,10371,9110,611,9110,15597
79900051,6807,5358,5358,970,14222
79900052,9894,8755,370,8755,13517
79900053,8171,6964,637,6964,12525
79900054,9781,8756,502,8756,14033
79900055,7428,5250,1352,5250,11737
79900056,6163,5044,854,5044,12390
79900057,8916,6966,1397,6966,14532
79900058,5657,3013,2262,3013,14400
79900059,4606,2379,1957,2379,10482
79900060,5266,3522,3522,1410,11957
79900061,6995,3923,3923,2740,14430
79900062,7026,6089,6089,392,13611
79900063,5288,4250,4250,620,11844
79900064,10284,7824,2043,7824,15020
79900065,6879,5787,794,5787,10207
79900066,7166,5645,1070,5645,13850
79900067,5226,4618,4618,299,10905
79900068,7174,6435,6435,413,13881
79900069,9976,8726,757,8726,15076
79900070,9444,7682,1258,7682,14436
79900071,6129,5381,5381,399,14482
79900072,4866,4290,4290,256,11006
79900073,7374,6437,6437,667,14364
79900074,6075,4874,4874,612,12342
79900075,6149,5148,5148,506,13350
79900076,6419,5641,5641,423,11606
79900077,8476,6860,6860,1200,17238
79900078,7972,6655,908,6655,11454
79900079,9730,8438,809,8438,14559
79900080,3322,2171,2171,919,12497
79900081,2692,2060,2060,503,11172
79900082,8458,7294,691,7294,12429
79900083,7233,6211,673,6211,11285
79900084,7894,6439,967,6439,11963
79900085,10363,8858,1020,8858,14601
79900086,6705,6071,6071,380,13450
79900087,7117,4669,2021,4669,12102
79900088,7067,6344,6344,363,13503
79900089,6390,5936,5936,267,12807
79900090,5647,5139,5139,309,11573
79900091,9726,7739,1516,7739,13773
79900092,4533,2188,2047,2188,11466
79900093,6312,4761,4761,1239,12062
79900094,6014,5416,5416,369,10613
79900095,6460,5895,5895,366,10715
79900096,7076,4152,2466,4152,11491
79900097,5231,4175,4175,265,12435
79900098,8285,6191,1500,6191,12353
79900099,5637,3958,3958,1253,11358
79900100,6901,3886,3886,2654,12763
79900101,7837,5250,1907,5250,12163
79900102,7169,5416,5416,1358,12732
79900103,6419,5769,5769,272,10971
79900104,6529,6135,6135,195,11145
79900105,6710,4237,4237,2019,11679
83001001,2354,2197,2197,62,3695
83001002,2277,2115,2115,39,3787
83001003,2267,1965,1965,120,3785
83001004,1910,1671,1671,46,3546
83001005,1713,1520,1520,88,3300
83001006,1486,1246,1246,72,2853
83001007,786,754,754,15,1234
83001008,1843,1600,1600,54,3267
83001009,3413,3137,3137,107,5685
83001010,1510,1381,1381,47,2596
83001011,1614,1455,1455,58,2854
83001012,1966,1917,1917,22,3416
83001013,1604,1503,1503,46,2689
83001014,1837,1662,1662,72,3272
83001015,1410,1236,1236,130,2035
83001016,2382,2182,2182,99,4018
83001017,1841,1536,1536,239,2918
83001018,2214,2086,2086,29,3550
83001019,1974,1874,1874,26,3295
83001020,1574,1441,1441,53,2972
83001021,2244,1451,1451,586,4183
83001022,2113,1813,1813,227,3547
83001023,1692,1559,1559,87,2975
83001024,2483,2227,2227,68,4195
83001025,1963,1763,1763,152,3486
83002001,1600,1486,1486,46,3047
83002002,2176,2041,2041,44,3621
83002003,1921,1529,1529,251,3463
83002004,1616,1499,1499,25,3154
83002005,1314,1148,1148,41,2782
83002006,1159,973,973,80,2528
83002007,2403,1608,550,1608,4815
83002008,2439,1433,832,1433,4080
83002009,2366,2219,2219,58,3792
83002010,1969,1735,1735,126,3299
83002011,1884,1708,1708,90,3452
83002012,1111,1024,1024,50,1930
83002013,2106,1777,1777,204,3903
83002014,1464,1351,1351,35,2443
83002015,2351,2161,2161,61,3484
83002016,2211,1712,1712,385,3882
83002017,1660,1505,1505,50,3075
83002018,1020,891,891,79,1527
83002019,2703,2326,2326,105,4107
83003001,1952,1732,1732,80,3722
83003002,2726,2284,2284,200,4688
83003003,2164,1599,1599,205,3851
83003004,2005,1840,1840,82,3121
83003005,2333,1765,1765,381,3772
83003006,1956,1558,1558,155,3126
83003007,2112,1658,315,1658,3540
83003008,1782,1493,1493,153,3044
83003009,2255,1338,1338,707,3551
83003010,1591,1146,1146,326,2995
83003011,1762,1516,1516,97,3179
83003012,1732,1466,1466,120,3273
83003013,1899,1512,1512,169,3160
83003014,2227,1501,1501,569,3442
83003015,2421,863,863,233,3559
83003016,2433,1881,1881,328,4813
83003017,1827,1310,1310,310,2535
83003018,592,522,522,42,961
83003019,2160,1540,1540,355,3527
83004001,1661,1457,1457,58,2610
83004002,1755,1556,1556,58,2865
83004003,2343,1881,1881,252,4458
83004004,1738,862,557,862,2319
83004005,2038,1523,1523,313,3268
83004006,2064,1409,1409,176,3378
83004007,1968,1414,1414,349,3326
83004008,1795,1113,1113,580,2687
83004009,1886,1637,1637,46,3113
83004010,2000,1440,1440,129,3498
83004011,1772,1318,1318,50,3056
83005001,1985,1680,1680,215,3211
83005002,1872,1696,1696,95,3345
83005003,1276,1104,1104,123,1857
83005004,2014,1116,791,1116,3343
83005005,2244,1977,1977,136,4253
83005006,2182,1700,1700,109,4101
83005007,2125,1833,1833,138,3528
83005008,1566,870,645,870,3049
83005009,1687,1471,1471,153,2727
83005010,1650,1258,313,1258,2790
83005011,2752,2574,2574,81,3987
83005012,1745,1438,1438,204,3182
83005013,1826,1545,1545,197,2795
83005014,2088,1602,1602,380,3440
83005015,2431,2116,2116,178,3596
83006001,2182,1097,1097,67,3676
83006002,1813,1087,1087,74,3133
83006003,1585,780,687,780,2721
83006004,2247,1062,1062,46,3546
83006005,1829,869,869,512,2967
83006006,2232,2014,2014,95,3504
83007001,2522,1838,1838,538,4045
83007002,1897,1650,1650,173,2971
83007003,2681,2275,2275,268,4295
83007004,2309,2076,2076,133,4490
83007005,2057,1631,285,1631,3675
83007006,1915,1668,1668,170,3424
83007007,1336,1177,1177,90,2648
83007008,1598,1362,1362,136,3312
83007009,1995,1670,1670,237,4088
83007010,2852,2369,2369,280,5879
83007011,1228,1088,1088,73,2626
83007012,1646,1417,1417,160,3253
83007013,1851,1669,1669,120,3743
83007014,1246,1003,1003,193,2786
83007015,2521,1536,1536,818,4444
83007016,2500,2120,2120,283,4722
83007017,2136,1263,1263,726,4898
83007018,2425,1636,595,1636,4863
83007019,3314,2868,2868,303,5269
83007020,2138,1814,1814,101,4559
83007021,2731,2199,270,2199,4932
83007022,2515,2283,2283,180,4286
83007023,2277,1882,1882,306,3802
83007024,1079,930,930,100,1825
83007025,2343,1835,341,1835,4280
83007026,3080,2714,2714,217,4877
83007027,2902,2567,2567,203,5064
83007028,2832,1493,1142,1493,4314
83007029,1784,1618,1618,77,3880
83007030,2804,2370,217,2370,4569
83007031,2726,2421,2421,163,5652
83007032,2271,2030,2030,116,4105
83101001,1895,1727,1727,92,3354
83101002,1587,1432,1432,55,2899
83101003,1727,1593,1593,67,3025
83101004,1901,1747,1747,83,3556
83101005,1760,1646,1646,58,2984
83101006,2156,1080,1080,679,3620
83101007,1929,1210,1210,620,3491
83101008,1669,927,658,927,3177
83101009,1621,1018,1018,540,2558
83102001,3021,2731,2731,224,5426
83102002,2516,2336,2336,114,4566
83102003,2070,1903,1903,96,4673
83102004,2717,2433,2433,201,4952
83102005,2693,2480,2480,131,4775
83102006,3140,2958,2958,118,5466
83102007,2764,2489,2489,183,5047
83102008,2824,2550,2550,38,4618
83102009,2792,2365,2365,256,5125
83102010,2224,1826,1826,286,4567
83102011,2204,1756,1756,373,4384
83102012,2279,1649,1649,492,4804
83102013,2119,1933,1933,134,4066
83102014,1689,1399,1399,208,4105
83102015,3119,2685,2685,262,5863
83102016,3004,2603,2603,247,5891
83102017,2281,2024,2024,165,4464
83102018,3338,2836,392,2836,5137
83102019,2977,2075,2075,797,7121
83102020,3001,2550,348,2550,4477
83102021,2264,1174,1174,987,4102
83102022,1457,826,556,826,4420
83102023,2525,2371,2371,101,4397
83102024,2692,2262,308,2262,3757
83102025,2987,2807,2807,56,5025
83102026,2512,1378,1378,963,4830
83102027,2181,1176,1176,768,4501
83102028,2975,2713,2713,181,5124
83102029,2728,2326,2326,255,4996
83102030,2478,1849,1849,505,5063
83102031,2949,2726,2726,150,5685
83102032,1874,1632,1632,149,5166
83102033,2995,2349,520,2349,4609
83102034,4430,3141,1116,3141,6487
83103001,1127,1051,1051,40,2216
83103002,2469,2302,2302,70,4461
83103003,1999,1341,1341,574,3730
83103004,1093,777,777,267,2735
83103005,1263,954,954,228,2933
83103006,1357,1235,1235,65,3860
83103007,1384,998,998,243,2838
83103008,1856,1637,1637,117,2929
83103009,1460,1353,1353,47,2394
83103010,3985,1930,1719,1930,7135
83103011,2529,1798,612,1798,5055
83103012,2666,2215,341,2215,4435
83103013,827,621,170,621,1211
83103014,2119,1894,130,1894,3278
83103015,2911,2603,161,2603,4379
83103016,1907,1061,747,1061,3037
83103017,1446,1331,1331,60,2381
83103018,1556,1415,1415,53,2948
83103019,1683,1578,1578,46,3056
83103020,1695,1563,1563,49,3092
83103021,1414,1283,1283,75,3037
83103022,1874,1743,1743,42,3719
83103023,2206,2103,2103,36,3519
83103024,1733,1620,1620,43,3178
83103025,2654,2432,2432,68,4054
83103026,1610,1474,1474,34,3303
83103027,1265,1083,1083,115,2712
83103028,2691,2497,2497,60,4690
83103029,1192,634,634,508,1745
83104001,1996,1826,1826,137,2949
83104002,1711,1407,1407,238,3365
83104003,1865,1636,1636,191,3026
83104004,2027,1606,1606,371,3118
83104005,1330,891,891,399,2523
83104006,1971,1086,1086,820,3400
83104007,1951,1522,1522,354,3185
83104008,1844,928,838,928,2934
83105001,2243,1928,1928,97,4456
83105002,2319,1811,1811,126,3823
83105003,1677,1420,1420,93,2973
83105004,2475,1995,1995,155,4550
83105005,2040,1264,1264,74,3645
83105006,2552,2096,2096,77,4348
83105007,3558,2843,2843,248,6691
83105008,2602,1760,1760,162,4802
83105009,2643,2025,2025,167,4751
83105010,2200,1834,1834,186,4065
83105011,2777,1793,1793,150,5253
83105012,2099,1215,1215,84,3603
83105013,2594,2048,2048,143,4531
83105014,2389,1699,1699,102,4414
83105015,2457,1983,1983,162,4457
83105016,2523,2058,2058,324,5041
83105017,2467,1888,1888,121,4158
83105018,2630,2211,2211,89,4472
83105019,2550,2141,2141,189,4723
83105020,3266,2498,2498,339,5801
83105021,2224,1797,1797,174,3776
83105022,2369,2077,2077,103,4470
83105023,2682,1948,1948,142,4924
83105024,2072,1714,1714,134,3391
83105025,1839,1474,1474,83,3491
83105026,2222,1768,1768,165,4284
83105027,3138,2573,2573,223,5628
83105028,1778,1594,1594,70,2743
83105029,1822,1576,1576,109,3018
83105030,2478,1926,1926,114,4136
83105031,2824,2332,2332,92,4806
83105032,1292,884,884,85,2784
83106001,2177,1916,1916,93,3991
83106002,1273,1172,1172,62,2939
83106003,2186,1926,1926,97,4338
83106004,1863,1617,1617,98,3264
83106005,1906,1617,1617,121,3529
83106006,2645,2142,2142,131,4496
83106007,1913,1405,1405,62,3450
83106008,2331,1554,1554,93,3978
83106009,1907,1194,1194,87,3454
83106010,2749,1896,1896,133,4485
83106011,2124,1880,1880,66,3742
83106012,2477,2175,2175,98,4203
83106013,2756,1215,1215,377,3883
83106014,2322,1919,1919,312,3856
83106015,2457,2302,2302,81,4435
83106016,1615,1423,1423,95,3428
83106017,2232,1798,1798,83,4016
83106018,2076,1663,1663,102,3814
83106019,2331,1613,1613,406,4231
83106020,1626,1273,1273,34,3354
83106021,1930,1755,1755,121,4039
83106022,1888,1731,1731,62,3774
83106023,1491,1278,1278,125,3241
83106024,1691,1478,1478,74,4079
83106025,2002,1719,1719,142,4147
83106026,1809,1455,1455,102,3582
83106027,1672,1189,1189,155,3434
83106028,1585,1303,1303,178,3474
83106029,1627,1322,1322,190,3642
83106030,1756,1481,1481,171,3473
83106031,2224,1748,1748,356,4343
83201001,1878,1789,1789,41,4103
83201002,1181,1101,1101,33,1757
83201003,1903,1777,1777,49,3326
83201004,1670,1396,1396,198,3203
83201005,1628,1372,1372,167,2883
83201006,1521,1414,1414,50,3159
83201007,2263,1270,1270,908,3820
83201008,1956,1532,1532,104,3526
83201009,2631,2104,2104,129,4483
83201010,1340,566,566,451,2697
83201011,1129,889,889,182,2960
83201012,679,499,131,499,778
83201013,1364,1140,1140,183,2757
83201014,3265,1772,1205,1772,6172
83202001,4484,3513,3513,835,7729
83202002,4957,4730,4730,92,7470
83202003,3499,3296,3296,123,7007
83202004,3709,3455,3455,107,6781
83202005,3891,3723,3723,87,6685
83202006,3138,3007,3007,81,5796
83202007,4210,3984,3984,110,7084
83202008,3616,3312,3312,208,6006
83202009,4262,4110,4110,72,6887
83202010,3924,3736,3736,51,6381
83202011,4337,4137,4137,73,6937
83202012,2531,1534,1534,885,6000
83202013,3566,3326,3326,141,6987
83202014,4083,2987,2987,996,6821
83202015,3993,3032,841,3032,6477
83202016,3134,2278,740,2278,5647
83202017,3908,3125,643,3125,6152
83202018,3016,2438,2438,494,5534
83202019,4045,3791,3791,138,7035
83202020,3902,3663,3663,123,6835
83202021,3729,3526,3526,97,6505
83202022,3717,3498,3498,80,6396
83202023,3494,3287,3287,143,6222
83202024,3702,3536,3536,109,5994
83202025,3036,2866,2866,116,5655
83202026,4497,4348,4348,78,7258
83202027,3602,3222,3222,304,6463
83202028,3048,2857,2857,114,6510
83202029,3971,3825,3825,83,7072
83202030,4071,2782,1145,2782,7269
83202031,4005,3821,3821,88,7105
83202032,3050,2906,2906,71,5869
83202033,3364,3202,3202,76,6120
83202034,3907,3759,3759,89,5875
83202035,3467,3290,3290,71,5757
83202036,3087,2866,2866,97,5336
83202037,4125,3886,3886,135,6187
83202038,4058,3129,3129,803,7403
83202039,3727,3441,3441,172,6890
83203001,1592,1424,1424,132,3064
83203002,1848,1685,1685,118,3581
83203003,2181,2038,2038,87,3600
83203004,2112,1928,1928,117,3341
83203005,1922,1786,1786,77,3490
83203006,1942,1793,1793,97,3254
83203007,1186,1065,1065,45,2396
83203008,1784,1261,1261,499,2593
83203009,2135,1272,824,1272,3745
83204001,2817,2679,2679,77,4846
83204002,2856,2064,2064,260,4816
83204003,2499,2389,2389,51,4331
83204004,2406,2235,2235,113,4411
83204005,2283,1883,1883,179,4285
83204006,3033,2314,2314,631,4995
83204007,2331,1631,1631,558,4370
83204008,2729,2533,2533,91,4712
83204009,2950,2655,2655,142,5009
83204010,2883,2688,2688,105,4596
83204011,2566,2399,2399,81,4796
83204012,2912,2783,2783,79,4659
83204013,2521,2351,2351,67,4413
83204014,2620,2489,2489,56,4575
83204015,2752,2588,2588,81,4911
83204016,2636,2504,2504,69,4441
83204017,2877,2758,2758,43,4889
83204018,3069,2609,2609,303,4674
83204019,2912,2729,2729,92,4736
83204020,2579,2383,2383,130,4489
83204021,2881,2723,2723,92,4786
83204022,2490,2356,2356,94,4783
83204023,1966,1815,1815,102,3593
83204024,2463,2268,2268,125,4095
83204025,1997,1886,1886,53,3431
83204026,1766,1620,1620,110,3306
83204027,2444,2272,2272,118,4199
83204028,2125,1956,1956,113,3880
83204029,2918,2497,2497,317,4948
83204030,2846,1715,1715,1006,4965
83204031,2071,1865,1865,137,3688
83204032,2158,2024,2024,77,4019
83204033,2489,2367,2367,82,4311
83205001,3510,3205,3205,104,6826
83205002,2625,1775,1775,117,5264
83205003,3151,2797,2797,80,6691
83205004,3286,2985,2985,67,6588
83205005,2740,2434,2434,89,5543
83205006,3283,2956,2956,179,6289
83205007,2495,2045,2045,130,5450
83205008,2391,1981,1981,185,5197
83205009,2809,2527,2527,151,5958
83205010,3092,2782,2782,182,5779
83205011,2788,2095,2095,199,6180
83205012,2917,1989,1989,96,5531
83205013,2983,2179,2179,349,6084
83205014,3106,2070,2070,90,6418
83205015,4676,3821,651,20,7058
83205016,3071,1626,1626,35,5315
83205017,3515,2511,2511,121,6355
83205018,3419,2083,2083,77,6821
83205019,3113,2497,2497,120,6114
83205020,3413,2348,2348,22,5707
83205021,3151,2328,2328,34,6049
83205022,3633,2166,2166,160,6578
83205023,3088,2708,2708,114,6124
83205024,3173,2083,2083,95,6173
83205025,3130,2628,2628,66,5768
83205026,2520,2064,2064,49,5215
83205027,2943,2170,2170,210,5662
83205028,2882,1537,1537,18,5303
83205029,2754,2380,2380,85,5112
83205030,3443,2882,2882,41,6569
83205031,3327,2951,2951,106,6515
83205032,3594,1877,1877,85,6399
83205033,3449,3020,3020,95,6554
83205034,3638,2629,2629,39,6592
83205035,2999,2607,2607,38,5819
83205036,3090,2894,2894,44,5528
83205037,2919,2546,2546,195,6062
93301001,2108,1958,1958,57,4160
93301002,1807,1690,1690,30,3535
93301003,1917,1783,1783,53,3870
93301004,2282,2135,2135,47,4081
93301005,2357,2189,2189,46,4320
93301006,2318,1596,1596,136,3866
93301007,2606,2326,2326,100,5080
93301008,2425,2126,2126,41,4039
93301009,1533,1285,1285,52,3289
93301010,1926,1792,1792,28,3625
93301011,1708,1268,1268,153,3621
93301012,1901,1418,1418,93,4133
93301013,1717,1421,1421,81,3762
93301014,1988,1735,1735,57,3911
93301015,1788,1624,1624,104,3390
93301016,1890,1137,533,73,3178
93301017,2237,1962,1962,81,3766
93301018,2632,2461,2461,43,4409
93301019,2476,2300,2300,40,4554
93301020,1968,1545,1545,53,3662
93301021,2063,1718,1718,128,3703
93301022,1781,1627,1627,38,3477
93301023,2043,1928,1928,27,3779
93301024,2217,2053,2053,88,4188
93301025,1918,1752,1752,41,3761
93301026,2085,1675,1675,82,3625
93301027,1996,953,881,24,3761
93301028,2166,1377,1377,21,3803
93301029,2225,1160,1160,16,3718
93301030,1580,1225,1225,20,2638
93302001,1851,1752,1752,12,3498
93302002,1819,1638,1638,26,3115
93302003,1585,1412,1412,65,2984
93302004,1692,1516,1516,55,3170
93302005,1581,1405,1405,30,3342
93302006,1768,1619,1619,6,3399
93302007,1919,1601,1601,7,3419
93302008,1753,1644,1644,36,3222
93302009,1795,1675,1675,50,3300
93302010,2493,2335,2335,38,4762
93302011,1749,1652,1652,15,3585
93302012,2023,1735,1735,9,3596
93302013,1681,1490,1490,11,3361
93302014,1476,1102,1102,51,2858
93302015,1995,1714,1714,7,3604
93302016,2208,1721,1721,13,3868
93302017,2105,1704,1704,4,3847
93302018,1776,1539,1539,10,3182
93302019,2406,2202,2202,15,3973
93302020,2313,2015,2015,40,3994
93302021,2061,1866,1866,15,3767
93302022,2175,1822,1822,16,3906
93302023,1900,1781,1781,19,3475
93302024,1286,1113,1113,48,2505
93302025,2136,1940,1940,36,3892
93302026,2117,1763,1763,19,3748
93302027,1739,1564,1564,7,3063
93302028,1269,1081,1081,9,2634
93302029,1668,1026,1026,437,3470
93303001,2855,2712,2712,38,5705
93303002,2255,2150,2150,40,4774
93303003,3210,3016,3016,75,5905
93303004,2387,1912,1912,60,5134
93303005,2380,2050,2050,37,5364
93303006,2803,2438,2438,44,4886
93303007,2551,2356,2356,50,5513
93303008,2351,2096,2096,100,4691
93303009,3046,2850,2850,51,5376
93303010,2734,2546,2546,37,5023
93303011,2866,2234,2234,151,4871
93303012,2257,1634,1634,61,4818
93303013,1968,1530,1530,259,5014
93303014,2912,1388,1377,1388,5658
93303015,2414,1609,686,1609,4754
93303016,2822,2270,2270,366,5801
93303017,2195,1904,1904,103,4319
93303018,2303,2135,2135,41,4807
93303019,2453,2058,2058,192,4870
93303020,2108,1951,1951,73,4811
93303021,2110,1777,1777,143,4622
93303022,2371,2159,2159,71,4799
93303023,2491,1835,1835,377,4587
93303024,2770,2474,2474,153,5308
93303025,2897,2320,2320,90,5127
93303026,2335,2247,2247,30,4443
93303027,2626,2469,2469,74,5871
93303028,2492,2185,2185,79,5048
93303029,2800,2588,2588,86,5986
93303030,2445,2290,2290,73,4966
93303031,2899,2511,2511,112,5703
93303032,3001,2816,2816,77,5424
93303033,2287,1877,1877,95,5176
93303034,2750,2246,2246,147,5592
93304001,2708,2394,2394,95,4348
93304002,1346,1264,1264,19,2657
93304003,807,698,698,20,1494
93304004,2215,1881,1881,77,4870
93304005,1489,1244,1244,55,2726
93304006,2490,2225,2225,68,5137
93304007,1247,978,978,48,2589
93304008,1779,1631,1631,30,3318
93304009,2232,1351,1351,63,3700
93304010,1809,1638,1638,85,3380
93304011,1545,852,501,852,3109
93304012,2052,1224,465,1224,3439
93304013,1709,1547,1547,118,2976
93304014,1632,1483,1483,89,3490
93304015,1642,1507,1507,68,3001
93304016,1760,1431,1431,26,3489
93304017,1619,1473,1473,71,3222
93304018,2478,2061,2061,178,4532
93305001,1840,1087,660,1087,3999
93305002,1860,1421,1421,283,3435
93305003,2228,1723,1723,217,3621
93305004,2233,1513,1513,28,3369
93305005,1881,1582,1582,47,3099
93305006,2112,1420,1420,76,3532
93305007,1748,1445,1445,12,3070
93305008,2126,1070,1070,5,3469
93305009,2057,1508,1508,62,3446
93305010,1902,1584,1584,100,3227
93305011,2386,2041,2041,41,3974
93305012,2122,966,929,22,3357
93305013,1798,1462,1462,74,3182
93305014,1640,1203,1203,14,2937
93401001,2124,1555,1555,0,3728
93401002,1915,1487,1487,0,4280
93401003,1462,1159,1159,0,2776
93401004,1726,1457,1457,0,3580
93401005,1247,1046,1046,0,2117
93401006,1883,1135,1135,0,3847
93402001,1641,1510,1510,66,3287
93402002,1938,1799,1799,89,4011
93402003,1792,1173,1173,117,3756
93402004,1344,1208,1208,39,2627
93402005,2070,1636,1636,113,4351
93402006,1517,1364,1364,91,2973
93402007,1829,1688,1688,74,3426
93402008,1726,1510,1510,29,3163
93402009,2108,1902,1902,49,3768
93402010,1832,1700,1700,89,3369
93402011,1993,1423,1423,300,3547
93402012,2152,1995,1995,55,3862
93402013,1520,1346,1346,11,2881
93403001,3098,2917,2917,48,6536
93403002,3263,2966,2966,72,6111
93403003,3309,2946,2946,246,7046
93403004,3459,3199,3199,107,7162
93403005,3250,2812,2812,132,7249
93403006,3960,3740,3740,58,7788
93403007,3172,2950,2950,19,7298
93403008,3131,2596,2596,106,6288
93403009,3165,2809,2809,143,7355
93403010,3321,3095,3095,54,6715
93403011,3037,2613,2613,54,6533
93403012,3256,3083,3083,63,6513
93403013,3343,2865,2865,116,7182
93403014,3124,2843,2843,45,6829
93403015,3100,2897,2897,51,7018
93403016,3083,2719,2719,37,6415
93403017,3203,2925,2925,58,6459
93403018,3818,3382,3382,76,7660
93403019,3316,2965,2965,112,6695
93403020,2937,2562,2562,210,6167
93403021,3199,2657,2657,277,7177
93403022,3213,2718,2718,133,7289
93403023,3239,2463,2463,224,7073
93403024,3350,2855,2855,136,7115
93403025,2987,2685,2685,107,7076
93403026,3808,3017,3017,54,7500
93403027,3112,2658,2658,248,7269
93403028,3459,3151,3151,197,7493
93403029,3710,3372,3372,64,7582
93403030,2609,2239,2239,136,6244
93403031,3002,2155,2155,85,7197
93403032,3397,2903,2903,132,7484
